Title	Register type	Register	Division factor	Unit	Size of variable	Min value	Max value	Default value	
Current outdoor temperature (BT1)	MODBUS_INPUT_REGISTER	1	10	°C	s16	0	0	0
Supply line (EP23-BT2)	MODBUS_INPUT_REGISTER	2	10	°C	s16	0	0	0
Supply line (EP22-BT2)	MODBUS_INPUT_REGISTER	3	10	°C	s16	0	0	0
Supply line (EP21-BT2)	MODBUS_INPUT_REGISTER	4	10	°C	s16	0	0	0
Hot water top (BT7)	MODBUS_INPUT_REGISTER	8	10	°C	s16	0	0	0
Hot water charging (BT6)	MODBUS_INPUT_REGISTER	9	10	°C	s16	0	0	0
Collector in (AZ10-BT26)	MODBUS_INPUT_REGISTER	21	10	°C	s16	0	0	0
Collector out (AZ10-BT27)	MODBUS_INPUT_REGISTER	22	10	°C	s16	0	0	0
Return line (EQ1-BT65)	MODBUS_INPUT_REGISTER	31	10	°C	s16	0	0	0
Temperature limiter (EB100-FD1)	MODBUS_INPUT_REGISTER	36	1		s16	0	0	0
Average temperature (BT1)	MODBUS_INPUT_REGISTER	37	10	°C	s16	0	0	0
External supply line (BT25)	MODBUS_INPUT_REGISTER	39	10	°C	s16	0	0	0
Flow sensor (BF1)	MODBUS_INPUT_REGISTER	40	10	l/min	s16	0	0	0
Electrical anode (EB100-FR1)	MODBUS_INPUT_REGISTER	41	1		s16	0	0	0
Pool (CL12-BT51)	MODBUS_INPUT_REGISTER	59	10	°C	s16	0	0	0
Collector in (AZ13-BT26)	MODBUS_INPUT_REGISTER	66	10	°C	s16	0	0	0
Collector in (AZ12-BT26)	MODBUS_INPUT_REGISTER	67	10	°C	s16	0	0	0
Collector in (AZ11-BT26)	MODBUS_INPUT_REGISTER	68	10	°C	s16	0	0	0
Collector out (AZ13-BT27)	MODBUS_INPUT_REGISTER	69	10	°C	s16	0	0	0
Collector out (AZ12-BT27)	MODBUS_INPUT_REGISTER	70	10	°C	s16	0	0	0
Collector out (AZ11-BT27)	MODBUS_INPUT_REGISTER	71	10	°C	s16	0	0	0
Additional heat (BT63)	MODBUS_INPUT_REGISTER	72	10	°C	s16	0	0	0
Return line (EP23-BT3)	MODBUS_INPUT_REGISTER	75	10	°C	s16	0	0	0
Return line (EP22-BT3)	MODBUS_INPUT_REGISTER	76	10	°C	s16	0	0	0
Return line (EP21-BT3)	MODBUS_INPUT_REGISTER	77	10	°C	s16	0	0	0
Return line (EP15-BT3)	MODBUS_INPUT_REGISTER	78	10	°C	s16	0	0	0
Outgoing hot water (BT70)	MODBUS_INPUT_REGISTER	87	10	°C	s16	0	0	0
Return line (BT71)	MODBUS_INPUT_REGISTER	88	10	°C	s16	0	0	0
Collector (EQ1-BT57)	MODBUS_INPUT_REGISTER	90	10	°C	s16	0	0	0
Heating dump (EQ1-BT75)	MODBUS_INPUT_REGISTER	91	10	°C	s16	0	0	0
Supply line (EP47-BT2)	MODBUS_INPUT_REGISTER	94	10	°C	s16	0	0	0
Supply line (EP46-BT2)	MODBUS_INPUT_REGISTER	95	10	°C	s16	0	0	0
Supply line (EP45-BT2)	MODBUS_INPUT_REGISTER	96	10	°C	s16	0	0	0
Supply line (EP44-BT2)	MODBUS_INPUT_REGISTER	97	10	°C	s16	0	0	0
Return line (EP47-BT3)	MODBUS_INPUT_REGISTER	98	10	°C	s16	0	0	0
Return line (EP46-BT3)	MODBUS_INPUT_REGISTER	99	10	°C	s16	0	0	0
Return line (EP45-BT3)	MODBUS_INPUT_REGISTER	100	10	°C	s16	0	0	0
Return line (EP44-BT3)	MODBUS_INPUT_REGISTER	101	10	°C	s16	0	0	0
Room average temp. clim. system 8 (BT50)	MODBUS_INPUT_REGISTER	109	10	°C	s16	0	0	0
Room average temp. clim. system 7 (BT50)	MODBUS_INPUT_REGISTER	110	10	°C	s16	0	0	0
Room average temp. clim. system 6 (BT50)	MODBUS_INPUT_REGISTER	111	10	°C	s16	0	0	0
Room average temp. clim. system 5 (BT50)	MODBUS_INPUT_REGISTER	112	10	°C	s16	0	0	0
Room average temp. clim. system 4 (BT50)	MODBUS_INPUT_REGISTER	113	10	°C	s16	0	0	0
Room average temp. clim. system 3 (BT50)	MODBUS_INPUT_REGISTER	114	10	°C	s16	0	0	0
Room average temp. clim. system 2 (BT50)	MODBUS_INPUT_REGISTER	115	10	°C	s16	0	0	0
Room average temp. clim. system 1 (BT50)	MODBUS_INPUT_REGISTER	116	10	°C	s16	0	0	0
Oper. mode shunt climate system 8	MODBUS_INPUT_REGISTER	129	1		u8	0	0	0
Oper. mode shunt climate system 7	MODBUS_INPUT_REGISTER	130	1		u8	0	0	0
Oper. mode shunt climate system 6	MODBUS_INPUT_REGISTER	131	1		u8	0	0	0
Oper. mode shunt climate system 5	MODBUS_INPUT_REGISTER	132	1		u8	0	0	0
Relay status (ERS 1)	MODBUS_INPUT_REGISTER	134	1		u8	0	0	0
Fan speed (AZ30-GQ2)	MODBUS_INPUT_REGISTER	135	1	%	u8	0	0	0
Fan speed (AZ30-GQ3)	MODBUS_INPUT_REGISTER	136	1	%	u8	0	0	0
Current hot water mode controlled by	MODBUS_INPUT_REGISTER	137	1		s8	0	0	0
Max. compressor frequency, heating	MODBUS_INPUT_REGISTER	141	100	Hz	u16	0	0	0
External adjustment climate system 8	MODBUS_INPUT_REGISTER	151	1		u8	0	0	0
External adjustment climate system 7	MODBUS_INPUT_REGISTER	152	1		u8	0	0	0
External adjustment climate system 6	MODBUS_INPUT_REGISTER	153	1		u8	0	0	0
External adjustment climate system 5	MODBUS_INPUT_REGISTER	154	1		u8	0	0	0
Climate system 8	MODBUS_INPUT_REGISTER	156	1		u8	0	0	0
Climate system 7	MODBUS_INPUT_REGISTER	157	1		u8	0	0	0
Climate system 6	MODBUS_INPUT_REGISTER	158	1		u8	0	0	0
Climate system 5	MODBUS_INPUT_REGISTER	159	1		u8	0	0	0
Extra cooling	MODBUS_INPUT_REGISTER	160	1		u8	0	0	0
Hot water comfort return (BT82)	MODBUS_INPUT_REGISTER	174	10	°C	s16	0	0	0
Hot water comfort heater (BT83)	MODBUS_INPUT_REGISTER	175	10	°C	s16	0	0	0
Compressor, total time pool, heat pump 8 (EP15)	MODBUS_INPUT_REGISTER	179	1	h	u32	0	0	0
Compressor, total time pool 2, heat pump 8 (EP15)	MODBUS_INPUT_REGISTER	181	1	h	u32	0	0	0
Compressor, total time pool, heat pump 8 (EP14)	MODBUS_INPUT_REGISTER	185	1	h	u32	0	2147483647	0
Compressor, total time pool 2, heat pump 8 (EP14)	MODBUS_INPUT_REGISTER	187	1	h	u32	0	2147483647	0
Compressor, total time pool, heat pump 7 (EP15)	MODBUS_INPUT_REGISTER	191	1	h	u32	0	0	0
Compressor, total time pool 2, heat pump 7 (EP15)	MODBUS_INPUT_REGISTER	193	1	h	u32	0	0	0
Compressor, total time pool, heat pump 7 (EP14)	MODBUS_INPUT_REGISTER	197	1	h	u32	0	2147483647	0
Compressor, total time pool 2, heat pump 7 (EP14)	MODBUS_INPUT_REGISTER	199	1	h	u32	0	2147483647	0
Compressor, total time pool, heat pump 6 (EP15)	MODBUS_INPUT_REGISTER	203	1	h	u32	0	0	0
Compressor, total time pool 2, heat pump 6 (EP15)	MODBUS_INPUT_REGISTER	205	1	h	u32	0	0	0
Compressor, total time pool, heat pump 6 (EP14)	MODBUS_INPUT_REGISTER	209	1	h	u32	0	2147483647	0
Compressor, total time pool 2, heat pump 6 (EP14)	MODBUS_INPUT_REGISTER	211	1	h	u32	0	2147483647	0
Compressor, total time pool, heat pump 5 (EP15)	MODBUS_INPUT_REGISTER	215	1	h	u32	0	0	0
Compressor, total time pool 2, heat pump 5 (EP15)	MODBUS_INPUT_REGISTER	217	1	h	u32	0	0	0
Compressor, total time pool, heat pump 5 (EP14)	MODBUS_INPUT_REGISTER	221	1	h	u32	0	2147483647	0
Compressor, total time pool 2, heat pump 5 (EP14)	MODBUS_INPUT_REGISTER	223	1	h	u32	0	2147483647	0
Compressor, total time pool, heat pump 4 (EP15)	MODBUS_INPUT_REGISTER	227	1	h	u32	0	0	0
Compressor, total time pool 2, heat pump 4 (EP15)	MODBUS_INPUT_REGISTER	229	1	h	u32	0	0	0
Compressor, total time pool, heat pump 4 (EP14)	MODBUS_INPUT_REGISTER	233	1	h	u32	0	2147483647	0
Compressor, total time pool 2, heat pump 4 (EP14)	MODBUS_INPUT_REGISTER	235	1	h	u32	0	2147483647	0
Compressor, total time pool, heat pump 3 (EP15)	MODBUS_INPUT_REGISTER	239	1	h	u32	0	0	0
Compressor, total time pool 2, heat pump 3 (EP15)	MODBUS_INPUT_REGISTER	241	1	h	u32	0	0	0
Compressor, total time pool, heat pump 3 (EP14)	MODBUS_INPUT_REGISTER	245	1	h	u32	0	2147483647	0
Compressor, total time pool 2, heat pump 3 (EP14)	MODBUS_INPUT_REGISTER	247	1	h	u32	0	2147483647	0
Compressor, total time pool, heat pump 2 (EP15)	MODBUS_INPUT_REGISTER	251	1	h	u32	0	0	0
Compressor, total time pool 2, heat pump 2 (EP15)	MODBUS_INPUT_REGISTER	253	1	h	u32	0	0	0
Compressor, total time pool, heat pump 2 (EP14)	MODBUS_INPUT_REGISTER	257	1	h	u32	0	2147483647	0
Compressor, total time pool 2, heat pump 2 (EP14)	MODBUS_INPUT_REGISTER	259	1	h	u32	0	2147483647	0
Compressor, total time pool, heat pump 1 (EP15)	MODBUS_INPUT_REGISTER	263	1	h	u32	0	0	0
Compressor, total time pool 2, heat pump 1 (EP15)	MODBUS_INPUT_REGISTER	265	1	h	u32	0	0	0
Compressor, total time cooling, heat pump 1 (EP14)	MODBUS_INPUT_REGISTER	267	1	h	u32	-2147483648	2147483647	0
Compressor, total time pool, heat pump 1 (EP14)	MODBUS_INPUT_REGISTER	269	1	h	u32	-2147483648	2147483647	0
Compressor, total time pool 2, heat pump 1 (EP14)	MODBUS_INPUT_REGISTER	271	1	h	u32	-2147483648	2147483647	0
Total run time compressor cooling	MODBUS_INPUT_REGISTER	279	1	h	u32	0	2147483647	0
Compressor, total time pool, main unit (EP14)	MODBUS_INPUT_REGISTER	281	1	h	u32	0	2147483647	0
Compressor, total time pool 2, main unit (EP14)	MODBUS_INPUT_REGISTER	283	1	h	u32	0	2147483647	0
Heat pump 8 requested compressor frequency	MODBUS_INPUT_REGISTER	294	1	Hz	u8	0	0	0
Heat pump 7 requested compressor frequency	MODBUS_INPUT_REGISTER	295	1	Hz	u8	0	0	0
Heat pump 6 requested compressor frequency	MODBUS_INPUT_REGISTER	296	1	Hz	u8	0	0	0
Heat pump 5 requested compressor frequency	MODBUS_INPUT_REGISTER	297	1	Hz	u8	0	0	0
Heat pump 4 requested compressor frequency	MODBUS_INPUT_REGISTER	298	1	Hz	u8	0	0	0
Heat pump 3 requested compressor frequency	MODBUS_INPUT_REGISTER	299	1	Hz	u8	0	0	0
Heat pump 2 requested compressor frequency	MODBUS_INPUT_REGISTER	300	1	Hz	u8	0	0	0
Heat pump 1 requested compressor frequency	MODBUS_INPUT_REGISTER	301	1	Hz	u8	0	0	0
Frost protection heat exchanger heat pump 8	MODBUS_INPUT_REGISTER	303	1		u8	0	0	0
Frost protection heat exchanger heat pump 7	MODBUS_INPUT_REGISTER	304	1		u8	0	0	0
Frost protection heat exchanger heat pump 6	MODBUS_INPUT_REGISTER	305	1		u8	0	0	0
Frost protection heat exchanger heat pump 5	MODBUS_INPUT_REGISTER	306	1		u8	0	0	0
Frost protection heat exchanger heat pump 4	MODBUS_INPUT_REGISTER	307	1		u8	0	0	0
Frost protection heat exchanger heat pump 3	MODBUS_INPUT_REGISTER	308	1		u8	0	0	0
Frost protection heat exchanger heat pump 2	MODBUS_INPUT_REGISTER	309	1		u8	0	0	0
Available compressors heating	MODBUS_INPUT_REGISTER	317	1		u8	0	0	0
Available compressors hot water	MODBUS_INPUT_REGISTER	318	1		u8	0	0	0
Available compressors pool 1	MODBUS_INPUT_REGISTER	319	1		u8	0	0	0
Available compressors pool 2	MODBUS_INPUT_REGISTER	320	1		u8	0	0	0
Available compressors cooling	MODBUS_INPUT_REGISTER	321	1		u8	0	0	0
Supply temperature (BT64)	MODBUS_INPUT_REGISTER	337	10	°C	s16	0	0	0
Heat pump functionality 2	MODBUS_INPUT_REGISTER	338	1		u32	0	0	0
Status (S135)	MODBUS_INPUT_REGISTER	344	1		u8	0	0	0
Status, demand, pump speed (S135)	MODBUS_INPUT_REGISTER	345	1		u8	0	0	0
Status, demand, fan speed (S135)	MODBUS_INPUT_REGISTER	346	1		u8	0	0	0
Status, solenoid (S135)	MODBUS_INPUT_REGISTER	347	1		u8	0	0	0
Status, compressor, heater(S135)	MODBUS_INPUT_REGISTER	348	1		u8	0	0	0
Status, compressor, demand (S135)	MODBUS_INPUT_REGISTER	350	1		u8	0	0	0
Degree minutes	MODBUS_HOLDING_REGISTER	11	10	DM	s32	-30000	30000	0
Blocking (ERS 1)	MODBUS_INPUT_REGISTER	358	1		u8	0	0	0
AZ30-EB17	MODBUS_INPUT_REGISTER	359	1		u8	0	0	0
Supply line (S135-BT12)	MODBUS_INPUT_REGISTER	360	10	°C	s16	0	0	0
Return line (S135-BT13)	MODBUS_INPUT_REGISTER	361	10	°C	s16	0	0	0
Evaporator (S135-BT16)	MODBUS_INPUT_REGISTER	362	10	°C	s16	0	0	0
Defrosting sensor (S135-BT76)	MODBUS_INPUT_REGISTER	363	10	°C	s16	0	0	0
Incoming air (S135-BT77)	MODBUS_INPUT_REGISTER	364	10	°C	s16	0	0	0
Alarm number (S135)	MODBUS_INPUT_REGISTER	365	1		u16	0	0	0
Defrosting (S135)	MODBUS_INPUT_REGISTER	366	1		u8	0	0	0
Status, relay 5 (S135)	MODBUS_INPUT_REGISTER	367	1		u8	0	0	0
Status, relay 4 (S135)	MODBUS_INPUT_REGISTER	368	1		u8	0	0	0
Status, relay 3 (S135)	MODBUS_INPUT_REGISTER	369	1		u8	0	0	0
Status, relay 2 (S135)	MODBUS_INPUT_REGISTER	370	1		u8	0	0	0
Status, relay 1 (S135)	MODBUS_INPUT_REGISTER	371	1		u8	0	0	0
Status, relay 0 (S135)	MODBUS_INPUT_REGISTER	372	1		u8	0	0	0
Pump speed (S135)	MODBUS_INPUT_REGISTER	373	1	%	u8	0	0	0
Selected fan speed	MODBUS_INPUT_REGISTER	374	1	%	u8	0	0	0
Version (S135)	MODBUS_INPUT_REGISTER	376	1		u16	0	0	0
Seconds of blank time left, charge pump 8	MODBUS_INPUT_REGISTER	385	1		u8	0	0	0
Seconds of blank time left, charge pump 7	MODBUS_INPUT_REGISTER	386	1		u8	0	0	0
Seconds of blank time left, charge pump 6	MODBUS_INPUT_REGISTER	387	1		u8	0	0	0
Seconds of blank time left, charge pump 5	MODBUS_INPUT_REGISTER	388	1		u8	0	0	0
Seconds of blank time left, charge pump 4	MODBUS_INPUT_REGISTER	389	1		u8	0	0	0
Seconds of blank time left, charge pump 3	MODBUS_INPUT_REGISTER	390	1		u8	0	0	0
Seconds of blank time left, charge pump 2	MODBUS_INPUT_REGISTER	391	1		u8	0	0	0
Seconds of blank time left, charge pump 1	MODBUS_INPUT_REGISTER	392	1		u8	0	0	0
Max fan speed (EB101)	MODBUS_INPUT_REGISTER	402	1	rpm	u16	0	0	0
Min fan speed (EB101)	MODBUS_INPUT_REGISTER	403	1	rpm	u16	0	0	0
EEV-ssh-error (EB101)	MODBUS_INPUT_REGISTER	411	10	°C	s16	0	0	0
EEV-te-error average open (EB101)	MODBUS_INPUT_REGISTER	415	10	°C	s16	0	0	0
EEV-ssh-error (EVI)(EB101)	MODBUS_INPUT_REGISTER	419	10	°C	s16	0	0	0
EEV-te-error average open in (EVI)(EB101)	MODBUS_INPUT_REGISTER	423	10	°C	s16	0	0	0
EVI pressure (EB108-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	442	10	°C	s16	0	0	0
Fan status (EB108-EP14)	MODBUS_INPUT_REGISTER	444	1		u8	0	0	0
Fan rpm (EB108-EP14)	MODBUS_INPUT_REGISTER	445	1	rpm	u16	0	0	0
EVI pressure (EB107-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	458	10	°C	s16	0	0	0
Fan status (EB107-EP14)	MODBUS_INPUT_REGISTER	460	1		u8	0	0	0
Fan rpm (EB107-EP14)	MODBUS_INPUT_REGISTER	461	1	rpm	u16	0	0	0
EVI pressure (EB106-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	474	10	°C	s16	0	0	0
Fan status (EB106-EP14)	MODBUS_INPUT_REGISTER	476	1		u8	0	0	0
Fan rpm (EB106-EP14)	MODBUS_INPUT_REGISTER	477	1	rpm	u16	0	0	0
EVI pressure (EB105-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	490	10	°C	s16	0	0	0
Fan status (EB105-EP14)	MODBUS_INPUT_REGISTER	492	1		u8	0	0	0
Fan rpm (EB105-EP14)	MODBUS_INPUT_REGISTER	493	1	rpm	u16	0	0	0
EVI pressure (EB104-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	506	10	°C	s16	0	0	0
Fan status (EB104-EP14)	MODBUS_INPUT_REGISTER	508	1		u8	0	0	0
Fan rpm (EB104-EP14)	MODBUS_INPUT_REGISTER	509	1	rpm	u16	0	0	0
EVI pressure (EB103-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	522	10	°C	s16	0	0	0
Fan status (EB103-EP14)	MODBUS_INPUT_REGISTER	524	1		u8	0	0	0
Fan rpm (EB103-EP14)	MODBUS_INPUT_REGISTER	525	1	rpm	u16	0	0	0
EVI pressure (EB102-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	538	10	°C	s16	0	0	0
Fan status (EB102-EP14)	MODBUS_INPUT_REGISTER	540	1		u8	0	0	0
Fan rpm (EB102-EP14)	MODBUS_INPUT_REGISTER	541	1	rpm	u16	0	0	0
Low press (EB101 BP8 dew)	MODBUS_INPUT_REGISTER	550	10	°C	s16	0	0	0
Hi press (EB101 BP9 dew)	MODBUS_INPUT_REGISTER	551	10	°C	s16	0	0	0
EVI pressure (EB101-EP14-BP11 dew)	MODBUS_INPUT_REGISTER	554	10	°C	s16	0	0	0
Fan status (EB101-EP14)	MODBUS_INPUT_REGISTER	556	1		u8	0	0	0
Fan rpm (EB101-EP14)	MODBUS_INPUT_REGISTER	557	1	rpm	u16	0	0	0
High condenser out alarm (S135)	MODBUS_INPUT_REGISTER	575	1		u16	0	0	0
High condenser in alarm (S135)	MODBUS_INPUT_REGISTER	576	1		u16	0	0	0
Operating mode PV panels	MODBUS_INPUT_REGISTER	579	1		u8	0	0	0
EME lux mode without EME	MODBUS_INPUT_REGISTER	581	1		u8	0	0	0
Timer (EME)	MODBUS_INPUT_REGISTER	582	60	min	u16	0	0	0
Fan mode 4	MODBUS_INPUT_REGISTER	590	1	%	u8	0	0	0
Fan mode 3	MODBUS_INPUT_REGISTER	591	1	%	u8	0	0	0
Fan mode 2	MODBUS_INPUT_REGISTER	592	1	%	u8	0	0	0
Is the compressor accessible	MODBUS_INPUT_REGISTER	593	1		u8	0	0	0
Permit (undefined)	MODBUS_INPUT_REGISTER	683	1		u8	0	0	0
Permit (undefined)	MODBUS_INPUT_REGISTER	684	1		u8	0	0	0
Permit (undefined)	MODBUS_INPUT_REGISTER	685	1		u8	0	0	0
Permit (OPT 10) additional heat	MODBUS_INPUT_REGISTER	686	1		u8	0	0	0
Permit ext. imm. heater step	MODBUS_INPUT_REGISTER	687	1		u8	0	0	0
Permit int. imm. heater step	MODBUS_INPUT_REGISTER	688	1		u8	0	0	0
Permit shunted additional heat	MODBUS_INPUT_REGISTER	689	1		u8	0	0	0
Permit prioritised additional heat	MODBUS_INPUT_REGISTER	690	1		u8	0	0	0
Permit (EB108-EP15)	MODBUS_INPUT_REGISTER	691	1		u8	0	0	0
Permit (EB107-EP15)	MODBUS_INPUT_REGISTER	692	1		u8	0	0	0
Permit (EB106-EP15)	MODBUS_INPUT_REGISTER	693	1		u8	0	0	0
Permit (EB105-EP15)	MODBUS_INPUT_REGISTER	694	1		u8	0	0	0
Permit (EB104-EP15)	MODBUS_INPUT_REGISTER	695	1		u8	0	0	0
Permit (EB103-EP15)	MODBUS_INPUT_REGISTER	696	1		u8	0	0	0
Permit (EB102-EP15)	MODBUS_INPUT_REGISTER	697	1		u8	0	0	0
Permit (EB101-EP15)	MODBUS_INPUT_REGISTER	698	1		u8	0	0	0
Permit (EB100-EP15)	MODBUS_INPUT_REGISTER	699	1		u8	0	0	0
Permit (EB108-EP14)	MODBUS_INPUT_REGISTER	700	1		u8	0	0	0
Permit (EB107-EP14)	MODBUS_INPUT_REGISTER	701	1		u8	0	0	0
Permit (EB106-EP14)	MODBUS_INPUT_REGISTER	702	1		u8	0	0	0
Permit (EB105-EP14)	MODBUS_INPUT_REGISTER	703	1		u8	0	0	0
Permit (EB104-EP14)	MODBUS_INPUT_REGISTER	704	1		u8	0	0	0
Permit (EB103-EP14)	MODBUS_INPUT_REGISTER	705	1		u8	0	0	0
Permit (EB102-EP14)	MODBUS_INPUT_REGISTER	706	1		u8	0	0	0
Permit (EB101-EP14)	MODBUS_INPUT_REGISTER	707	1		u8	0	0	0
Permit (EB100-EP14)	MODBUS_INPUT_REGISTER	708	1		u8	0	0	0
Smart energy source, priority 7, start DM	MODBUS_INPUT_REGISTER	709	1		s32	0	0	0
Smart energy source, priority 6, start DM	MODBUS_INPUT_REGISTER	711	1		s32	0	0	0
Smart energy source, priority 5, start DM	MODBUS_INPUT_REGISTER	713	1		s32	0	0	0
Smart energy source, priority 4, start DM	MODBUS_INPUT_REGISTER	715	1		s32	0	0	0
Smart energy source, priority 3, start DM	MODBUS_INPUT_REGISTER	717	1		s32	0	0	0
Smart energy source, priority 2, start DM	MODBUS_INPUT_REGISTER	719	1		s32	0	0	0
Smart energy source, priority 1, start DM	MODBUS_INPUT_REGISTER	721	1		s32	0	0	0
Smart energy source, priority 7, stop DM	MODBUS_INPUT_REGISTER	723	1		s32	0	0	0
Smart energy source, priority 6, stop DM	MODBUS_INPUT_REGISTER	725	1		s32	0	0	0
Smart energy source, priority 5, stop DM	MODBUS_INPUT_REGISTER	727	1		s32	0	0	0
Smart energy source, priority 4, stop DM	MODBUS_INPUT_REGISTER	729	1		s32	0	0	0
Smart energy source, priority 3, stop DM	MODBUS_INPUT_REGISTER	731	1		s32	0	0	0
Smart energy source, priority 2, stop DM	MODBUS_INPUT_REGISTER	733	1		s32	0	0	0
Smart energy source, priority 1, stop DM	MODBUS_INPUT_REGISTER	735	1		s32	0	0	0
Smart energy source, DM minimum value	MODBUS_INPUT_REGISTER	737	1		s32	0	0	0
External guide status	MODBUS_INPUT_REGISTER	745	1		u8	0	0	0
Test guide value	MODBUS_INPUT_REGISTER	746	1		u16	0	0	0
Temp. lux forces start of hot water demand	MODBUS_INPUT_REGISTER	747	1		u8	0	0	0
Wood boiler activated	MODBUS_INPUT_REGISTER	759	1		u8	0	0	0
Max fan speed (EB108-F21x0)	MODBUS_INPUT_REGISTER	762	1	rpm	u16	0	0	0
Min fan speed (EB108)	MODBUS_INPUT_REGISTER	763	1	rpm	u16	0	0	0
EEV-ssh-error (EB108)	MODBUS_INPUT_REGISTER	771	10	°C	s16	0	0	0
EEV-te-error average open (EB108)	MODBUS_INPUT_REGISTER	775	10	°C	s16	0	0	0
EEV-ssh-error (EVI)(EB108)	MODBUS_INPUT_REGISTER	779	10	°C	s16	0	0	0
EEV-te-error average open (EVI)(EB108)	MODBUS_INPUT_REGISTER	783	10	°C	s16	0	0	0
Max fan speed (EB107)	MODBUS_INPUT_REGISTER	787	1	rpm	u16	0	0	0
Min fan speed (EB107)	MODBUS_INPUT_REGISTER	788	1	rpm	u16	0	0	0
EEV-ssh-error (EB107)	MODBUS_INPUT_REGISTER	796	10	°C	s16	0	0	0
EEV-te-error average open (EB107)	MODBUS_INPUT_REGISTER	800	10	°C	s16	0	0	0
EEV-ssh-error (EVI)(EB107)	MODBUS_INPUT_REGISTER	804	10	°C	s16	0	0	0
EEV-te-error average open (EVI)(EB107)	MODBUS_INPUT_REGISTER	808	10	°C	s16	0	0	0
Max fan speed (EB106)	MODBUS_INPUT_REGISTER	812	1	rpm	u16	0	0	0
EEV-ssh-error (EB106)	MODBUS_INPUT_REGISTER	821	10	°C	s16	0	0	0
EEV-te-error average open (EB106)	MODBUS_INPUT_REGISTER	825	10	°C	s16	0	0	0
EEV-ssh-error (EVI)(EB106)	MODBUS_INPUT_REGISTER	829	10	°C	s16	0	0	0
EEV-te-error average open (EVI)(EB106)	MODBUS_INPUT_REGISTER	833	10	°C	s16	0	0	0
Max fan speed (EB105)	MODBUS_INPUT_REGISTER	837	1	rpm	u16	0	0	0
Min fan speed (EB105)	MODBUS_INPUT_REGISTER	838	1	rpm	u16	0	0	0
EEV-ssh-error (EB105)	MODBUS_INPUT_REGISTER	846	10	°C	s16	0	0	0
EEV-te-error average open (EB105)	MODBUS_INPUT_REGISTER	850	10	°C	s16	0	0	0
EEV-ssh-error (EVI)(EB105)	MODBUS_INPUT_REGISTER	854	10	°C	s16	0	0	0
EEV-te-error average open (EVI)(EB105)	MODBUS_INPUT_REGISTER	858	10	°C	s16	0	0	0
Max fan speed (EB104)	MODBUS_INPUT_REGISTER	862	1	rpm	u16	0	0	0
Min fan speed (EB104)	MODBUS_INPUT_REGISTER	863	1	rpm	u16	0	0	0
EEV-ssh-error (EB104)	MODBUS_INPUT_REGISTER	871	10	°C	s16	0	0	0
EEV-te-error average open (EB104)	MODBUS_INPUT_REGISTER	875	10	°C	s16	0	0	0
EEV-ssh-error (EVI)(EB104)	MODBUS_INPUT_REGISTER	879	10	°C	s16	0	0	0
EEV-te-error average open (EVI)(EB104)	MODBUS_INPUT_REGISTER	883	10	°C	s16	0	0	0
Max fan speed (EB103)	MODBUS_INPUT_REGISTER	887	1	rpm	u16	0	0	0
Min fan speed (EB103)	MODBUS_INPUT_REGISTER	888	1	rpm	u16	0	0	0
EEV-ssh-error (EB103)	MODBUS_INPUT_REGISTER	896	10	°C	s16	0	0	0
EEV-te-error average open (EB103)	MODBUS_INPUT_REGISTER	900	10	°C	s16	0	0	0
EEV-ssh-error (EVI)(EB103)	MODBUS_INPUT_REGISTER	904	10	°C	s16	0	0	0
EEV-te-error average open (EVI)(EB103)	MODBUS_INPUT_REGISTER	908	10	°C	s16	0	0	0
Fan speed (EB102)	MODBUS_INPUT_REGISTER	911	1	rpm	u16	0	0	0
Max fan speed (EB102)	MODBUS_INPUT_REGISTER	912	1	rpm	u16	0	0	0
Min fan speed (EB102)	MODBUS_INPUT_REGISTER	913	1	rpm	u16	0	0	0
EEV-ssh-error (EB102)	MODBUS_INPUT_REGISTER	921	10	°C	s16	0	0	0
EEV-te-error average open (EB102)	MODBUS_INPUT_REGISTER	925	10	°C	s16	0	0	0
EEV-ssh-error (EVI)(EB102)	MODBUS_INPUT_REGISTER	929	10	°C	s16	0	0	0
EEV-te-error average open (EVI)(EB102)	MODBUS_INPUT_REGISTER	933	10	°C	s16	0	0	0
Smart energy source, priority select. in hot water	MODBUS_INPUT_REGISTER	991	1		u8	0	0	0
Outd. air heat pump, inverter, limits	MODBUS_INPUT_REGISTER	992	1		u8	0	0	0
Outd. air heat pump, inverter, speed reducing	MODBUS_INPUT_REGISTER	993	1		u8	0	0	0
Has one phase (EB101)	MODBUS_INPUT_REGISTER	1008	1		u8	0	0	0
Serial index (EB101)	MODBUS_INPUT_REGISTER	1009	1		u8	0	0	0
Limit DM	MODBUS_HOLDING_REGISTER	18	10	DM	s16	-30000	30000	0
Calculated supply climate system 1	MODBUS_INPUT_REGISTER	1017	10	°C	s16	0	0	0
Class 1 alarm	MODBUS_INPUT_REGISTER	2195	1		u8	0	0	0
Frost protection status	MODBUS_INPUT_REGISTER	1018	1		u16	0	0	0
